session,site,relief_cm,species_order,family,species,size_bin,size_bin_lengths,habitat,octocoral,stony,relief_cm.1,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,trophic_position,shape,SVC_date,SVC_area,SVC_max_depth,SVC_density,prey_date,prey_depth,prey_area,prey_density,SVC_prey_difference,total_density,log_difference,average_depth
141,BISC-P12a,42.166666666666664,Perciformes,Chaetodontidae,foureye butterflyfish,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,solitary,7.5,colourful,1,invertivore,compressiform,2014-09-16,78.53981634,15,0.01273239544731026,2014-09-16,14.5,48,0,0.01273239544731026,0.01273239544731026,2.619757672683737,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,redband parrotfish,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,28,colourful,1,herbivore,fusiform,2014-09-16,78.53981634,15,0.02546479089462052,2014-09-16,14.5,48,0.08333333333333333,-0.05786854243871281,0.10879812422795385,-1.1589619959852646,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,stoplight parrotfish,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,50,colourful,0,omnivore,fusiform,2014-09-16,78.53981634,15,0.02546479089462052,2014-09-16,14.5,48,0.020833333333333332,0.004631457561287189,0.04629812422795385,0.1923773501010495,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,striped parrotfish,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,35,colourful,0,herbivore,fusiform,2014-09-16,78.53981634,15,0.09549296585482694,2014-09-16,14.5,48,0.0625,0.032992965854826944,0.15799296585482694,0.41843020709339873,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Haemulidae,white grunt,4,17.94356,Patch,70,5,42.166666666666664,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,78.53981634,15,0.20690142601879172,2014-09-16,14.5,48,0.08333333333333333,0.12356809268545839,0.29023475935212506,0.90228685393828,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,striped parrotfish,4,17.94356,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,35,colourful,0,herbivore,fusiform,2014-09-16,78.53981634,15,0.03501408748010321,2014-09-16,14.5,48,0,0.03501408748010321,0.03501408748010321,3.583910180802597,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Lutjanidae,yellowtail snapper,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,schooling,86.3,colourful,0,carnivore,fusiform,2014-09-16,78.53981634,15,0.01273239544731026,2014-09-16,14.5,48,0,0.01273239544731026,0.01273239544731026,2.619757672683737,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,redband parrotfish,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,28,colourful,1,herbivore,fusiform,2014-09-16,78.53981634,15,0.01273239544731026,2014-09-16,14.5,48,0.041666666666666664,-0.028934271219356406,0.05439906211397692,-1.1336603025677703,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,stoplight parrotfish,6,47.70199,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,50,colourful,0,omnivore,fusiform,2014-09-16,78.53981634,15,0.01273239544731026,2014-09-16,14.5,48,0,0.01273239544731026,0.01273239544731026,2.619757672683737,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Haemulidae,white grunt,5,24.92844,Patch,70,5,42.166666666666664,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,78.53981634,15,0.01273239544731026,2014-09-16,14.5,48,0.041666666666666664,-0.028934271219356406,0.05439906211397692,-1.1336603025677703,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,striped parrotfish,5,24.92844,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,35,colourful,0,herbivore,fusiform,2014-09-16,78.53981634,15,0.01273239544731026,2014-09-16,14.5,48,0,0.01273239544731026,0.01273239544731026,2.619757672683737,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Pomacentridae,beaugregory,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,solitary,10,neutral,0,omnivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-3.7534179752515073,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Pomacanthidae,blue angelfish,4,17.94356,Patch,70,5,42.166666666666664,0,0,demersal,solitary,45,colourful,0,invertivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,bluehead wrasse,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,25,colourful,0,planktivore,fusiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Haemulidae,bluestriped grunt,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,schooling,46,colourful,0,invertivore,fusiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.08333333333333333,-0.08333333333333333,0.08333333333333333,-4.43477720005941,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Haemulidae,bluestriped grunt,5,24.92844,Patch,70,5,42.166666666666664,0,0,demersal,schooling,46,colourful,0,invertivore,fusiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-3.7534179752515073,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Gobiidae,bridled goby,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,solitary,8,camouflage,1,omnivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Serranidae,butter hamlet,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,solitary,13,neutral,1,carnivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.08333333333333333,-0.08333333333333333,0.08333333333333333,-4.43477720005941,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Gobiidae,colon goby,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,solitary,5,camouflage,1,omnivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Pomacentridae,dusky damselfish,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,solitary,15,neutral,0,herbivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Gobiidae,goldspot goby,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,solitary,8.2,camouflage,0,omnivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Gobiidae,goldspot goby,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,solitary,8.2,camouflage,0,omnivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-3.7534179752515073,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Pomacanthidae,gray angelfish,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,solitary,60,neutral,0,omnivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Gobiidae,masked goby,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,schooling,4,colourful,1,planktivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.20833333333333334,-0.20833333333333334,0.20833333333333334,-5.3439278778000885,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Pomacanthidae,queen angelfish,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,solitary,45,colourful,0,invertivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Epinephelidae,red grouper,5,24.92844,Patch,70,5,42.166666666666664,1,0,demersal,solitary,125,neutral,1,carnivore,fusiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Chaenopsidae,roughhead blenny,1,3.63321,Patch,70,5,42.166666666666664,0,0,benthic,solitary,4,camouflage,1,invertivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Synodontidae,sand diver,5,24.92844,Patch,70,5,42.166666666666664,0,0,demersal,solitary,45,camouflage,1,carnivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Tetraodontiformes,Tetraodontidae,sharpnose puffer,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,solitary,12,colourful,0,omnivore,globiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,slippery dick,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,35,colourful,0,carnivore,elongated,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-3.7534179752515073,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,stoplight parrotfish,2,7.533217,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,50,colourful,0,omnivore,fusiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.0625,-0.0625,0.0625,-4.151039905898646,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Labridae,striped parrotfish,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,shoaling,35,colourful,0,herbivore,fusiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Haemulidae,white grunt,1,3.63321,Patch,70,5,42.166666666666664,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.020833333333333332,-0.020833333333333332,0.020833333333333332,-3.0834378539730962,14.75
141,BISC-P12a,42.166666666666664,Perciformes,Haemulidae,white grunt,3,12.91456,Patch,70,5,42.166666666666664,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.4375,-0.4375,0.4375,-6.083359811812238,14.75
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,bluehead wrasse,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,25,colourful,0,planktivore,fusiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,redband parrotfish,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,28,colourful,1,herbivore,fusiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.025,-0.018503879872707227,0.031496120127292776,-1.2437109676944544,18
142,BISC-P13a,49.07692307692308,Perciformes,Lutjanidae,yellowtail snapper,3,12.91456,Patch,80,5,49.07692307692308,0,0,demersal,schooling,86.3,colourful,0,carnivore,fusiform,2014-09-16,153.93804,20,0.0730813514320437,2014-09-16,16,120,0.1,-0.02691864856795631,0.1730813514320437,-0.3099566837965746,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,bluehead wrasse,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,25,colourful,0,planktivore,fusiform,2014-09-16,153.93804,20,0.027608510540994287,2014-09-16,16,120,0.041666666666666664,-0.014058156125672377,0.06927517720766095,-0.3997137303278411,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,redband parrotfish,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,28,colourful,1,herbivore,fusiform,2014-09-16,153.93804,20,0.02598448050917109,2014-09-16,16,120,0.058333333333333334,-0.03234885282416224,0.08431781384250442,-0.7879093568347981,18
142,BISC-P13a,49.07692307692308,Perciformes,Pomacentridae,bicolor damselfish,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,solitary,10,colourful,0,omnivore,compressiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.008333333333333333,-0.0018372132060405603,0.014829453460626106,-0.219206651180067,18
142,BISC-P13a,49.07692307692308,Perciformes,Pomacentridae,threespot damselfish,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,solitary,13,neutral,0,herbivore,compressiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.025,-0.018503879872707227,0.031496120127292776,-1.2437109676944544,18
142,BISC-P13a,49.07692307692308,Perciformes,Haemulidae,white grunt,5,24.92844,Patch,80,5,49.07692307692308,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.05,-0.04350387987270723,0.05649612012729278,-1.9174400623972985,18
142,BISC-P13a,49.07692307692308,Perciformes,Pomacentridae,sergeant major,3,12.91456,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,23,colourful,0,omnivore,compressiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,stoplight parrotfish,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,50,colourful,0,omnivore,fusiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.025,-0.018503879872707227,0.031496120127292776,-1.2437109676944544,18
142,BISC-P13a,49.07692307692308,Tetraodontiformes,Tetraodontidae,sharpnose puffer,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,solitary,12,colourful,0,omnivore,globiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.008333333333333333,-0.0018372132060405603,0.014829453460626106,-0.219206651180067,18
142,BISC-P13a,49.07692307692308,Perciformes,Carangidae,bar jack,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,schooling,50,silvering,0,carnivore,fusiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,striped parrotfish,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,35,colourful,0,herbivore,fusiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.041666666666666664,-0.03517054653937389,0.04816278679395944,-1.73903240492448,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,bluehead wrasse,3,12.91456,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,25,colourful,0,planktivore,fusiform,2014-09-16,153.93804,20,0.011368210222762352,2014-09-16,16,120,0,0.011368210222762352,0.011368210222762352,2.5151294890132228,18
142,BISC-P13a,49.07692307692308,Perciformes,Lutjanidae,yellowtail snapper,4,17.94356,Patch,80,5,49.07692307692308,0,0,demersal,schooling,86.3,colourful,0,carnivore,fusiform,2014-09-16,153.93804,20,0.0243604504773479,2014-09-16,16,120,0,0.0243604504773479,0.0243604504773479,3.2331908927136213,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,redband parrotfish,3,12.91456,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,28,colourful,1,herbivore,fusiform,2014-09-16,153.93804,20,0.006496120127292773,2014-09-16,16,120,0.008333333333333333,-0.0018372132060405603,0.014829453460626106,-0.219206651180067,18
142,BISC-P13a,49.07692307692308,Perciformes,Pomacentridae,beaugregory,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,solitary,10,neutral,0,omnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.016666666666666666,-0.016666666666666666,0.016666666666666666,-2.8716796248840115,18
142,BISC-P13a,49.07692307692308,Perciformes,Pomacentridae,bicolor damselfish,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,solitary,10,colourful,0,omnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.025,-0.025,0.025,-3.2580965380214817,18
142,BISC-P13a,49.07692307692308,Perciformes,Serranidae,black hamlet,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,solitary,15.2,neutral,0,carnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Haemulidae,bluestriped grunt,4,17.94356,Patch,80,5,49.07692307692308,0,0,demersal,schooling,46,colourful,0,invertivore,fusiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Gobiidae,bridled goby,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,solitary,8,camouflage,1,omnivore,elongated,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.016666666666666666,-0.016666666666666666,0.016666666666666666,-2.8716796248840115,18
142,BISC-P13a,49.07692307692308,Perciformes,Serranidae,butter hamlet,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,solitary,13,neutral,1,carnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Gobiidae,goldspot goby,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,solitary,8.2,camouflage,0,omnivore,elongated,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Sciaenidae,highhat,3,12.91456,Patch,80,5,49.07692307692308,0,1,demersal,schooling,25,colourful,1,carnivore,fusiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Gobiidae,neon goby,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,solitary,5,colourful,0,invertivore,elongated,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Chaenopsidae,roughhead blenny,1,3.63321,Patch,80,5,49.07692307692308,0,0,benthic,solitary,4,camouflage,1,invertivore,elongated,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.016666666666666666,-0.016666666666666666,0.016666666666666666,-2.8716796248840115,18
142,BISC-P13a,49.07692307692308,Perciformes,Lutjanidae,schoolmaster snapper,4,17.94356,Patch,80,5,49.07692307692308,0,0,demersal,solitary,67.2,colourful,1,carnivore,fusiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,slippery dick,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,35,colourful,0,carnivore,elongated,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,stoplight parrotfish,1,3.63321,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,50,colourful,0,omnivore,fusiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.016666666666666666,-0.016666666666666666,0.016666666666666666,-2.8716796248840115,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,stoplight parrotfish,3,12.91456,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,50,colourful,0,omnivore,fusiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.008333333333333333,-0.008333333333333333,0.008333333333333333,-2.2335922215070942,18
142,BISC-P13a,49.07692307692308,Perciformes,Haemulidae,white grunt,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.016666666666666666,-0.016666666666666666,0.016666666666666666,-2.8716796248840115,18
142,BISC-P13a,49.07692307692308,Perciformes,Haemulidae,white grunt,3,12.91456,Patch,80,5,49.07692307692308,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.075,-0.075,0.075,-4.330733340286331,18
142,BISC-P13a,49.07692307692308,Perciformes,Haemulidae,white grunt,4,17.94356,Patch,80,5,49.07692307692308,0,0,demersal,schooling,59,silvering,0,carnivore,compressiform,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.041666666666666664,-0.041666666666666664,0.041666666666666664,-3.7534179752515073,18
142,BISC-P13a,49.07692307692308,Perciformes,Labridae,yellowhead wrasse,2,7.533217,Patch,80,5,49.07692307692308,0,0,demersal,shoaling,19.3,colourful,0,invertivore,elongated,2014-09-16,153.93804,20,0,2014-09-16,16,120,0.016666666666666666,-0.016666666666666666,0.016666666666666666,-2.8716796248840115,18
143,BISC-W30a,36.38461538461539,Perciformes,Labridae,clown wrasse,2,7.533217,Continuous,40,2,36.38461538461539,0,0,demersal,shoaling,18,colourful,1,invertivore,elongated,2014-09-16,153.93804,30,0.012992240254585546,2014-09-16,19.375,160,0.025,-0.012007759745414456,0.037992240254585544,-0.6195936295988576,24.6875
143,BISC-W30a,36.38461538461539,Perciformes,Chaetodontidae,foureye butterflyfish,2,7.533217,Continuous,40,2,36.38461538461539,0,0,demersal,solitary,7.5,colourful,1,invertivore,compressiform,2014-09-16,153.93804,30,0.006496120127292773,2014-09-16,19.375,160,0.0125,-0.006003879872707228,0.018996120127292772,-0.5883041151173565,24.6875
143,BISC-W30a,36.38461538461539,Tetraodontiformes,Monacanthidae,slender filefish,1,3.63321,Continuous,40,2,36.38461538461539,0,0,demersal,solitary,9,colourful,1,omnivore,compressiform,2014-09-16,153.93804,30,0.012992240254585546,2014-09-16,19.375,160,0,0.012992240254585546,0.012992240254585546,2.638502908422624,24.6875
143,BISC-W30a,36.38461538461539,Perciformes,Labridae,greenblotch parrotfish,1,3.63321,Continuous,40,2,36.38461538461539,0,0,demersal,shoaling,25,colourful,1,herbivore,fusiform,2014-09-16,153.93804,30,0.01948836038187832,2014-09-16,19.375,160,0.0125,0.00698836038187832,0.03198836038187832,0.41716725319848713,24.6875
143,BISC-W30a,36.38461538461539,Perciformes,Labridae,bluehead wrasse,1,3.63321,Continuous,40,2,36.38461538461539,0,0,demersal,shoaling,25,colourful,0,planktivore,fusiform,2014-09-16,153.93804,30,0.022736420445524704,2014-09-16,19.375,160,0.39375,-0.3710135795544753,0.4164864204455247,-2.8112420568930605,24.6875
143,BISC-W30a,36.38461538461539,Perciformes,Labridae,redband parrotfish,1,3.63321,Continuous,40,2,36.38461538461539,0,0,demersal,shoaling,28,colourful,1,herbivore,fusiform,2014-09-16,153.93804,30,0.006496120127292773,2014-09-16,19.375,160,0.24375,-0.2372538798727072,0.25024612012729275,-3.4858517110835923,24.6875
